,product_title,ships_from_to,grams,quality,btc_price,cost_per_gram,cost_per_gram_pure,,escrow,product_link,vendor_link,vendor_name,successful_transactions,rating,ships_from,ships_to,ships_to_US,ships_from_US,ships_to_NL,ships_from_NL,ships_to_FR,ships_from_FR,ships_to_GB,ships_from_GB,ships_to_CA,ships_from_CA,ships_to_DE,ships_from_DE,ships_to_AU,ships_from_AU,ships_to_EU,ships_from_EU,ships_to_ES,ships_from_ES,ships_to_N. America,ships_from_N. America,ships_to_BE,ships_from_BE,ships_to_WW,ships_from_WW,ships_to_SI,ships_from_SI,ships_to_IT,ships_from_IT,ships_to_DK,ships_from_DK,ships_to_S. America,ships_from_S. America,ships_to_CH,ships_from_CH,ships_to_BR,ships_from_BR,ships_to_CZ,ships_from_CZ,ships_to_SE,ships_from_SE,ships_to_CO,ships_from_CO,ships_to_CN,ships_from_CN,ships_to_PL,ships_from_PL,ships_to_GR,ships_from_GR
4241,â˜… 0.5G PURE Cocaine +90% TOP-QUALiTY â˜…,NL  â†’ WW,0.5,90,0.01538,0.03076,0.034177778,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=430210.55438,http://lchudifyeqm4ldjj.onion/contactMember?member=DutchFactory,DutchFactory,400,4.91,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4252,â˜… 1 Kilo Colombian Cocaine UNCUT 90% â˜…,"NL  â†’ EU, WW",1000,90,16.49,0.01649,0.018322222,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=429274.250564,http://lchudifyeqm4ldjj.onion/contactMember?member=JoeyDalton,JoeyDalton,60,5,NL,"EU, WW",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4258,â˜… 10 GR Colombian Cocaine UNCUT 90% â˜…,"NL  â†’ EU, WW",10,90,0.2755,0.02755,0.030611111,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=694075.272114,http://lchudifyeqm4ldjj.onion/contactMember?member=JoeyDalton,JoeyDalton,60,5,NL,"EU, WW",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4260,â˜… 100 GR Colombian Cocaine UNCUT 90% â˜…,"NL  â†’ EU, WW",100,90,2.19,0.0219,0.024333333,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=729186.794043,http://lchudifyeqm4ldjj.onion/contactMember?member=JoeyDalton,JoeyDalton,60,5,NL,"EU, WW",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4264,â˜… 10G Pure Crack Cocaine 94% â˜…,"EU  â†’ EU, WW",10,94,0.2577,0.02577,0.027414894,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=811791.295688,http://lchudifyeqm4ldjj.onion/contactMember?member=BestDutchStuff,BestDutchStuff,100,4.96,EU,"EU, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4273,â˜… 14G 85% PURE FISHSCALE COCAINE â˜…,GB  â†’ GB,14,85,0.575,0.041071429,0.048319328,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=259442.527408,http://lchudifyeqm4ldjj.onion/contactMember?member=CocaineCowboy,CocaineCowboy,80,4.95,GB,GB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4281,â˜… 15 GR Colombian Cocaine UNCUT 90% â˜…,"NL  â†’ EU, WW",15,90,0.386,0.025733333,0.028592593,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=388202.72392,http://lchudifyeqm4ldjj.onion/contactMember?member=JoeyDalton,JoeyDalton,60,5,NL,"EU, WW",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4287,â˜… 1G 85% PURE FISHSCALE COCAINE â˜…,GB  â†’ GB,1,85,0.0528,0.0528,0.062117647,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=55067.969150,http://lchudifyeqm4ldjj.onion/contactMember?member=CocaineCowboy,CocaineCowboy,80,4.95,GB,GB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4288,â˜… 1G Great Strong Quality Cocaine 70/72%,NL  â†’ WW,1,72,0.02217,0.02217,0.030791667,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=650157.899093,http://lchudifyeqm4ldjj.onion/contactMember?member=DutchFactory,DutchFactory,400,4.91,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4289,â˜… 1G PURE Cocaine +90% TOP-QUALiTY â˜…,NL  â†’ WW,1,90,0.02896,0.02896,0.032177778,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=149776.161888,http://lchudifyeqm4ldjj.onion/contactMember?member=DutchFactory,DutchFactory,400,4.91,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4291,â˜… 1G Pure Crack Cocaine 94% â˜…,"EU  â†’ EU, WW",1,94,0.03607,0.03607,0.03837234,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=275651.1831,http://lchudifyeqm4ldjj.onion/contactMember?member=BestDutchStuff,BestDutchStuff,100,4.96,EU,"EU, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4303,â˜… 2 GR Colombian Cocaine UNCUT 90% â˜…,"NL  â†’ EU, WW",2,90,0.0592,0.0296,0.032888889,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=506429.839110,http://lchudifyeqm4ldjj.onion/contactMember?member=JoeyDalton,JoeyDalton,60,5,NL,"EU, WW",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4309,â˜… 20 GR Colombian Cocaine UNCUT 90% â˜…,"NL  â†’ EU, WW",20,90,0.515,0.02575,0.028611111,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=124154.73917,http://lchudifyeqm4ldjj.onion/contactMember?member=JoeyDalton,JoeyDalton,60,5,NL,"EU, WW",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4315,â˜… 250 GR Colombian Cocaine UNCUT 90% â˜…,"NL  â†’ EU, WW",250,90,5.56,0.02224,0.024711111,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=429513.728484,http://lchudifyeqm4ldjj.onion/contactMember?member=JoeyDalton,JoeyDalton,60,5,NL,"EU, WW",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4317,â˜… 28 GR Colombian Cocaine UNCUT 90% â˜…,"NL  â†’ EU, WW",28,90,0.67,0.023928571,0.026587302,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=117262.335346,http://lchudifyeqm4ldjj.onion/contactMember?member=JoeyDalton,JoeyDalton,60,5,NL,"EU, WW",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4318,â˜… 28 GRAM 88%  1oz PURE COCAINE free shippin,US  â†’ US,28,88,0.61,0.021785714,0.024756494,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=119780.108928,http://lchudifyeqm4ldjj.onion/contactMember?member=guessguess,guessguess,36,5,US,US,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4319,â˜… 28G 85% PURE FISHSCALE COCAINE â˜…,GB  â†’ GB,28,85,1.056,0.037714286,0.044369748,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=638852.697168,http://lchudifyeqm4ldjj.onion/contactMember?member=CocaineCowboy,CocaineCowboy,80,4.95,GB,GB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4324,â˜… 2G Great Strong Quality Cocaine 70/72%,NL  â†’ WW,2,72,0.04299,0.021495,0.029854167,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=249906.941625,http://lchudifyeqm4ldjj.onion/contactMember?member=DutchFactory,DutchFactory,400,4.91,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4325,â˜… 2G PURE Cocaine +90% TOP-QUALiTY â˜…,NL  â†’ WW,2,90,0.0561,0.02805,0.031166667,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=323088.576706,http://lchudifyeqm4ldjj.onion/contactMember?member=DutchFactory,DutchFactory,400,4.91,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4334,â˜… 3.5 GR Colombian Cocaine UNCUT 90% â˜…,"NL  â†’ EU, WW",3.5,90,0.103,0.029428571,0.032698413,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=178683.240656,http://lchudifyeqm4ldjj.onion/contactMember?member=JoeyDalton,JoeyDalton,60,5,NL,"EU, WW",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4335,â˜… 3.5 GRAM 88% PURE COCAINE free shipping,US  â†’ US,3.5,88,0.1059,0.030257143,0.034383117,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=757547.462889,http://lchudifyeqm4ldjj.onion/contactMember?member=guessguess,guessguess,36,5,US,US,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4336,â˜… 3.5G 85% PURE FISHSCALE COCAINE â˜…,GB  â†’ GB,3.5,85,0.1643,0.046942857,0.055226891,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=135622.590132,http://lchudifyeqm4ldjj.onion/contactMember?member=CocaineCowboy,CocaineCowboy,80,4.95,GB,GB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4337,â˜… 3.5G Pure Crack Cocaine 94% â˜…,"EU  â†’ EU, WW",3.5,94,0.1082,0.030914286,0.032887538,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=573239.451227,http://lchudifyeqm4ldjj.onion/contactMember?member=BestDutchStuff,BestDutchStuff,100,4.96,EU,"EU, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4363,â˜… 5 GR Colombian Cocaine UNCUT 90% â˜…,"NL  â†’ EU, WW",5,90,0.1468,0.02936,0.032622222,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=581096.673810,http://lchudifyeqm4ldjj.onion/contactMember?member=JoeyDalton,JoeyDalton,60,5,NL,"EU, WW",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4365,â˜… 50 GR Colombian Cocaine UNCUT 90% â˜…,"NL  â†’ EU, WW",50,90,1.159,0.02318,0.025755556,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=942285.525931,http://lchudifyeqm4ldjj.onion/contactMember?member=JoeyDalton,JoeyDalton,60,5,NL,"EU, WW",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4366,â˜… 500 GR Colombian Cocaine UNCUT 90% â˜…,"NL  â†’ EU, WW",500,90,9.27,0.01854,0.0206,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=439326.579570,http://lchudifyeqm4ldjj.onion/contactMember?member=JoeyDalton,JoeyDalton,60,5,NL,"EU, WW",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4371,â˜… 5G Great Strong Quality Cocaine 70/72%,NL  â†’ WW,5,72,0.104,0.0208,0.028888889,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=180687.4447,http://lchudifyeqm4ldjj.onion/contactMember?member=DutchFactory,DutchFactory,400,4.91,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4372,â˜… 5G PURE Cocaine +90% TOP-QUALiTY â˜…,NL  â†’ WW,5,90,0.138,0.0276,0.030666667,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=194981.305547,http://lchudifyeqm4ldjj.onion/contactMember?member=DutchFactory,DutchFactory,400,4.91,NL,WW,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4386,â˜… 7 GR Colombian Cocaine UNCUT 90% â˜…,"NL  â†’ EU, WW",7,90,0.206,0.029428571,0.032698413,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=377458.592173,http://lchudifyeqm4ldjj.onion/contactMember?member=JoeyDalton,JoeyDalton,60,5,NL,"EU, WW",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4388,â˜… 7G 85% PURE FISHSCALE COCAINE â˜…,GB  â†’ GB,7,85,0.308,0.044,0.051764706,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=118322.188904,http://lchudifyeqm4ldjj.onion/contactMember?member=CocaineCowboy,CocaineCowboy,80,4.95,GB,GB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4389,â˜… 7G Pure Crack Cocaine 94% â˜…,"EU  â†’ EU, WW",7,94,0.1984,0.028342857,0.030151976,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=323268.641223,http://lchudifyeqm4ldjj.onion/contactMember?member=BestDutchStuff,BestDutchStuff,100,4.96,EU,"EU, WW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4429,â˜…0.5g Pure Bolivian Pearl Fire 90%+ {ESCROW},AU  â†’ AU,0.5,90,0.0689,0.1378,0.153111111,,0,http://lchudifyeqm4ldjj.onion/viewProduct?offer=401555.460713,http://lchudifyeqm4ldjj.onion/contactMember?member=Dutch-Aussie,Dutch-Aussie,1650,4.95,AU,AU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4433,â˜…1.2 GRAM 88% PURE COCAINE free shipping $87,US  â†’ US,1.2,88,0.0425,0.035416667,0.040246212,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=229893.702180,http://lchudifyeqm4ldjj.onion/contactMember?member=guessguess,guessguess,36,5,US,US,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4440,â˜…14g High Quality COCAINE 90% tested see ima,AU  â†’ AU,14,90,1.379,0.0985,0.109444444,,1,http://lchudifyeqm4ldjj.onion/viewProduct?offer=868156.500477,http://lchudifyeqm4ldjj.onion/contactMember?member=MeltDown,MeltDown,40,5,AU,AU,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
